SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED,,Start,End
267,87th,WB,Kedzie,Central Park,0.5,W,IDOT Signals Possible,-87.70209518,41.73535778,-87.71199269,41.73515865,-1,10/15/16 11:50 PM,,"-87.7020951833, 41.7353577848","41.7353577848, -87.711992685"
261,87th,EB,Dr Martin L King Jr,Cottage Grove,0.5,E,,-87.61452949,41.73636582,-87.60482438,41.7365122,-1,10/15/16 11:50 PM,,"-87.6145294906, 41.7363658213","41.7363658213, -87.6048243845"
258,87th,EB,Racine,Halsted,0.5,W,,-87.6533416,41.73579816,-87.64362851,41.73614086,-1,10/15/16 11:50 PM,,"-87.6533416007, 41.7357981642","41.7357981642, -87.6436285094"
634,Cicero,SB,63rd,67th,0.5,S,,-87.74248124,41.77841164,-87.74223293,41.77112732,-1,10/15/16 11:50 PM,,"-87.7424812354, 41.7784116409","41.7784116409, -87.7422329321"
276,87th,WB,Cottage Grove,Dr Martin L King Jr,0.5,E,,-87.60482128,41.73678661,-87.61452643,41.73664023,23,10/15/16 11:50 PM,,"-87.6048212832, 41.7367866148","41.7367866148, -87.6145264307"
652,Cicero,SB,Irving Park,Addison,0.5,N,,-87.74748596,41.95342161,-87.74723679,41.94612089,-1,10/15/16 11:50 PM,,"-87.7474859561, 41.9534216145","41.9534216145, -87.7472367862"
679,Desplaines,SB,Kinzie,Madison,0.5,N,,-87.6445439,41.88903178,-87.64429147,41.88182877,-1,10/15/16 11:50 PM,,"-87.6445439049, 41.8890317788","41.8890317788, -87.6442914709"
625,Cicero,NB,Fullerton,Diversey,0.5,N,,-87.74608485,41.92423042,-87.74640816,41.93153156,21,10/15/16 11:50 PM,,"-87.7460848509, 41.9242304183","41.9242304183, -87.7464081568"
686,Dr Martin L King Jr,NB,83rd,79th,0.5,S,,-87.61455939,41.7438091,-87.61481092,41.75111901,-1,10/15/16 11:50 PM,,"-87.6145593931, 41.743809104","41.743809104, -87.6148109218"
256,87th,EB,Damen,Ashland,0.5,W,,-87.67278643,41.73551717,-87.66306656,41.73565258,21,10/15/16 11:50 PM,,"-87.6727864295, 41.7355171745","41.7355171745, -87.6630665594"
327,Western,NB,111th,107th,0.5,S,,-87.68097209,41.69177812,-87.68120464,41.69907792,-1,10/15/16 11:50 PM,,"-87.6809720935, 41.6917781183","41.6917781183, -87.6812046376"
622,Lake Shore Dr,SE,North Ave,Division,0.51,N,,-87.62614841,41.91133244,-87.62465465,41.90399833,-1,10/15/16 11:50 PM,,"-87.6261484121, 41.9113324426","41.9113324426, -87.6246546523"
328,Western,NB,107th,103rd,0.5,S,,-87.68120464,41.69907792,-87.68143727,41.70637528,-1,10/15/16 11:50 PM,,"-87.6812046376, 41.6990779218","41.6990779218, -87.6814372666"
638,Cicero,SB,47th,51st,0.5,S,,-87.74332578,41.80762849,-87.74317004,41.80034194,-1,10/15/16 11:50 PM,,"-87.7433257794, 41.8076284928","41.8076284928, -87.7431700421"
688,Dr Martin L King Jr,NB,75th,71st,0.5,S,,-87.61489623,41.75840293,-87.61511451,41.76571256,-1,10/15/16 11:50 PM,,"-87.6148962271, 41.7584029267","41.7584029267, -87.6151145145"
257,87th,EB,Ashland,Racine,0.5,W,,-87.66306656,41.73565258,-87.6533416,41.73579816,14,10/15/16 11:50 PM,,"-87.6630665594, 41.7356525768","41.7356525768, -87.6533416007"
266,87th,WB,Central Park,Pulaski,0.49,W,IDOT Signals Possible,-87.71199269,41.73515865,-87.72145536,41.73499249,25,10/15/16 11:50 PM,,"-87.711992685, 41.7351586508","41.7351586508, -87.7214553595"
650,Cicero,SB,Belmont,Diversey,0.5,N,,-87.74706202,41.93882051,-87.74677565,41.93153343,-1,10/15/16 11:50 PM,,"-87.7470620151, 41.9388205094","41.9388205094, -87.7467756515"
273,87th,WB,Halsted,Racine,0.5,W,,-87.64362557,41.73641527,-87.65333871,41.73607258,-1,10/15/16 11:50 PM,,"-87.6436255734, 41.7364152726","41.7364152726, -87.6533387061"
280,Irving Park,EB,Oriole,Harlem,0.5,W,IDOT Signals Possible,-87.81706697,41.95240694,-87.80726194,41.95262568,27,10/15/16 11:50 PM,,"-87.8170669694, 41.9524069352","41.9524069352, -87.8072619385"
281,Irving Park,EB,Harlem,Oak Park,0.56,W,IDOT Signals Possible,-87.80726194,41.95262568,-87.79627351,41.95260569,-1,10/15/16 11:50 PM,,"-87.8072619385, 41.9526256799","41.9526256799, -87.7962735095"
772,Milwaukee,NW,Addison,Irving Park,0.78,N,,-87.73544316,41.94624316,-87.7471035,41.95341773,-1,10/15/16 11:50 PM,,"-87.7354431617, 41.9462431643","41.9462431643, -87.7471035018"
653,Cicero,SB,Sunnyside,Irving Park,0.61,N,,-87.74775829,41.96225731,-87.74748596,41.95342161,-1,10/15/16 11:50 PM,,"-87.7477582908, 41.9622573117","41.9622573117, -87.7474859561"
685,Dr Martin L King Jr,NB,87th,83rd,0.5,S,,-87.61430791,41.73649924,-87.61455939,41.7438091,-1,10/15/16 11:50 PM,,"-87.6143079092, 41.7364992381","41.7364992381, -87.6145593931"
83,Pulaski,SB,Lake,Washington,0.24,N,,-87.72605567,41.88546974,-87.72595761,41.88194035,14,10/15/16 11:50 PM,,"-87.7260556696, 41.8854697391","41.8854697391, -87.7259576089"
279,Irving Park,EB,Pacific,Oriole,0.5,W,IDOT Signals Possible,-87.82697836,41.9521089,-87.81706697,41.95240694,-1,10/15/16 11:50 PM,,"-87.8269783644, 41.9521088985","41.9521088985, -87.8170669694"
330,Western,NB,99th,95th,0.5,S,IDOT Signals Possible,-87.68166025,41.71367275,-87.68187204,41.72093828,-1,10/15/16 11:50 PM,,"-87.6816602454, 41.713672748","41.713672748, -87.6818720444"
263,87th,EB,Stony Island,Chicago Skyway,0.87,E,,-87.58563818,41.73677626,-87.56887315,41.73701632,35,10/15/16 11:50 PM,,"-87.5856381753, 41.7367762597","41.7367762597, -87.568873148"
628,Cicero,NB,Addison,Irving Park,0.5,N,,-87.74686922,41.94611901,-87.74711834,41.95341975,-1,10/15/16 11:50 PM,,"-87.7468692152, 41.9461190053","41.9461190053, -87.7471183356"
271,87th,WB,Ashland,Damen,0.5,W,,-87.66306371,41.73592699,-87.67278362,41.73579159,-1,10/15/16 11:50 PM,,"-87.6630637062, 41.7359269914","41.7359269914, -87.6727836177"
775,Peterson,EB,Cicero,Kostner,0.51,W,,-87.74832716,41.98976231,-87.73838654,41.98987342,-1,10/15/16 11:50 PM,,"-87.7483271581, 41.9897623135","41.9897623135, -87.7383865392"
282,Irving Park,EB,Oak Park,Narragansett,0.5,W,,-87.79627351,41.95260569,-87.78656068,41.9527793,-1,10/15/16 11:50 PM,,"-87.7962735095, 41.9526056908","41.9526056908, -87.7865606805"
637,Cicero,SB,51st,55th,0.51,S,,-87.74317004,41.80034194,-87.74216149,41.79303709,-1,10/15/16 11:50 PM,,"-87.7431700421, 41.8003419432","41.8003419432, -87.7421614891"
329,Western,NB,103rd,99th,0.5,S,,-87.68143727,41.70637528,-87.68166025,41.71367275,-1,10/15/16 11:50 PM,,"-87.6814372666, 41.7063752847","41.7063752847, -87.6816602454"
326,North,EB,Cicero,Kostner,0.5,W,,-87.74611571,41.90948858,-87.73626439,41.90961836,-1,10/15/16 11:50 PM,,"-87.7461157058, 41.9094885759","41.9094885759, -87.7362643899"
269,87th,WB,Western,California,0.5,W,IDOT Signals Possible,-87.68251265,41.73566449,-87.69219803,41.73551993,24,10/15/16 11:50 PM,,"-87.6825126506, 41.7356644927","41.7356644927, -87.6921980271"
626,Cicero,NB,Diversey,Belmont,0.5,N,,-87.74640816,41.93153156,-87.74669449,41.93881864,23,10/15/16 11:50 PM,,"-87.7464081568, 41.9315315648","41.9315315648, -87.7466944859"
648,Cicero,SB,Fullerton,Armitage,0.5,N,,-87.74645229,41.9242323,-87.74629623,41.91693199,25,10/15/16 11:50 PM,,"-87.7464522852, 41.9242323024","41.9242323024, -87.7462962254"
277,87th,WB,Stony Island,Cottage Grove,1,E,,-87.58563499,41.73705067,-87.60482128,41.73678661,27,10/15/16 11:50 PM,,"-87.5856349924, 41.7370506698","41.7370506698, -87.6048212832"
321,North,EB,Oak Park,Narragansett,0.5,W,IDOT Signals Possible,-87.79480475,41.90889853,-87.7849651,41.90897446,-1,10/15/16 11:50 PM,,"-87.794804754, 41.9088985252","41.9088985252, -87.7849651041"
287,Irving Park,EB,Cicero,Kostner,0.47,W,,-87.74730613,41.95328117,-87.73806522,41.9533922,25,10/15/16 11:50 PM,,"-87.7473061296, 41.9532811726","41.9532811726, -87.7380652196"
660,Congress,WB,Michigan,State,0.17,E,,-87.62425178,41.87587389,-87.62762772,41.87575909,14,10/15/16 11:50 PM,,"-87.624251783, 41.8758738945","41.8758738945, -87.6276277176"
774,Peterson,EB,Edens Expy,Cicero,0.12,W,,-87.75066844,41.9900233,-87.74832716,41.98976231,-1,10/15/16 11:50 PM,,"-87.7506684369, 41.990023298","41.990023298, -87.7483271581"
264,87th,WB,Kostner,Cicero,0.51,W,IDOT Signals Possible,-87.73115932,41.73482682,-87.74105635,41.73466132,26,10/15/16 11:50 PM,,"-87.7311593177, 41.7348268186","41.7348268186, -87.7410563453"
687,Dr Martin L King Jr,NB,79th,75th,0.5,S,,-87.61481092,41.75111901,-87.61489623,41.75840293,-1,10/15/16 11:50 PM,,"-87.6148109218, 41.7511190099","41.7511190099, -87.6148962271"
689,Dr Martin L King Jr,NB,71st,67th,0.5,S,,-87.61511451,41.76571256,-87.61523373,41.77294678,-1,10/15/16 11:50 PM,,"-87.6151145145, 41.7657125565","41.7657125565, -87.615233728"
270,87th,WB,Damen,Western,0.5,W,,-87.67278362,41.73579159,-87.68251265,41.73566449,-1,10/15/16 11:50 PM,,"-87.6727836177, 41.7357915897","41.7357915897, -87.6825126506"
253,87th,EB,Kedzie,California,0.51,W,IDOT Signals Possible,-87.70209787,41.73508337,-87.69220076,41.73524551,24,10/15/16 11:50 PM,,"-87.7020978703, 41.735083368","41.735083368, -87.6922007563"
289,Irving Park,EB,Pulaski,Central Park,0.5,W,,-87.72761846,41.95351058,-87.71781463,41.95364925,17,10/15/16 11:50 PM,,"-87.727618462, 41.9535105845","41.9535105845, -87.7178146252"
325,North,EB,Laramie,Cicero,0.5,W,,-87.75579686,41.90936407,-87.74611571,41.90948858,30,10/15/16 11:50 PM,,"-87.7557968589, 41.9093640671","41.9093640671, -87.7461157058"
265,87th,WB,Pulaski,Kostner,0.5,W,IDOT Signals Possible,-87.72145536,41.73499249,-87.73115932,41.73482682,25,10/15/16 11:50 PM,,"-87.7214553595, 41.734992492","41.734992492, -87.7311593177"
673,Cumberland,SB,Kennedy Expy,Lawrence,1.2,N,,-87.83676501,41.98422065,-87.83683351,41.96660292,-1,10/15/16 11:50 PM,,"-87.8367650119, 41.9842206477","41.9842206477, -87.8368335094"
283,Irving Park,EB,Narragansett,Austin,0.5,W,,-87.78656068,41.9527793,-87.776776,41.95291894,-1,10/15/16 11:50 PM,,"-87.7865606805, 41.9527793008","41.9527793008, -87.7767759969"
645,Cicero,SB,Division,Chicago,0.51,N,,-87.7461698,41.90234342,-87.74599572,41.89498747,31,10/15/16 11:50 PM,,"-87.746169799, 41.9023434231","41.9023434231, -87.7459957206"
286,Irving Park,EB,Laramie,Cicero,0.5,W,,-87.75714896,41.95316252,-87.74730613,41.95328117,20,10/15/16 11:50 PM,,"-87.7571489562, 41.9531625184","41.9531625184, -87.7473061296"
221,Roosevelt,EB,California,Western,0.5,W,,-87.69590885,41.86637346,-87.6860398,41.86647534,40,10/15/16 11:50 PM,,"-87.6959088534, 41.8663734623","41.8663734623, -87.6860397975"
548,Cermak,WB,Central Park,Pulaski,0.5,W,,-87.71500283,41.8517758,-87.72485396,41.85172956,23,10/15/16 11:50 PM,,"-87.7150028281, 41.8517758038","41.8517758038, -87.7248539636"
223,Roosevelt,EB,Damen,Ashland,0.5,W,,-87.6762511,41.86661737,-87.66638498,41.86672429,-1,10/15/16 11:50 PM,,"-87.6762510995, 41.8666173666","41.8666173666, -87.6663849776"
569,Cicero,NB,51st,47th,0.5,S,,-87.74280332,41.80034004,-87.74295899,41.80762662,24,10/15/16 11:50 PM,,"-87.7428033166, 41.8003400449","41.8003400449, -87.7429589865"
532,Cermak,EB,Kostner,Pulaski,0.49,W,,-87.73451023,41.85130816,-87.72485656,41.85145514,32,10/15/16 11:50 PM,,"-87.73451023, 41.8513081642","41.8513081642, -87.7248565643"
571,Cicero,NB,43rd,Pershing,0.49,S,,-87.74315163,41.81493002,-87.74336457,41.82204757,25,10/15/16 11:50 PM,,"-87.7431516294, 41.8149300238","41.8149300238, -87.7433645658"
234,Roosevelt,WB,Central Park,Pulaski,0.5,W,,-87.71541947,41.86642701,-87.72516919,41.86630934,-1,10/15/16 11:50 PM,,"-87.7154194668, 41.8664270139","41.8664270139, -87.7251691897"
296,Irving Park,EB,Clark,Sheridan,0.39,W,,-87.6622514,41.9542409,-87.65454619,41.95435117,12,10/15/16 11:50 PM,,"-87.6622513991, 41.9542409021","41.9542409021, -87.6545461948"
555,Cermak,WB,Racine,Ashland,0.5,W,,-87.65618005,41.85267979,-87.66594029,41.85248977,26,10/15/16 11:50 PM,,"-87.6561800466, 41.8526797855","41.8526797855, -87.6659402856"
220,Roosevelt,EB,Kedzie,California,0.5,W,,-87.70567054,41.8662681,-87.69590885,41.86637346,20,10/15/16 11:50 PM,,"-87.7056705433, 41.8662681014","41.8662681014, -87.6959088534"
568,Cicero,NB,55th,51st,0.51,S,,-87.7417948,41.7930352,-87.74280332,41.80034004,25,10/15/16 11:50 PM,,"-87.7417947979, 41.793035195","41.793035195, -87.7428033166"
558,Cermak,WB,State,Stewart,0.5,E,,-87.62705176,41.85299865,-87.63692493,41.85296008,-1,10/15/16 11:50 PM,,"-87.6270517604, 41.8529986469","41.8529986469, -87.6369249316"
241,Roosevelt,WB,Halsted,Racine,0.5,W,,-87.64691688,41.8672913,-87.65667978,41.86713382,-1,10/15/16 11:50 PM,,"-87.6469168821, 41.867291304","41.867291304, -87.656679779"
211,North,WB,Halsted,Elston,0.72,W,,-87.64827011,41.91105682,-87.66215962,41.91084334,-1,10/15/16 11:50 PM,,"-87.6482701057, 41.9110568232","41.9110568232, -87.6621596195"
222,Roosevelt,EB,Western,Damen,0.5,W,,-87.6860398,41.86647534,-87.6762511,41.86661737,23,10/15/16 11:50 PM,,"-87.6860397975, 41.8664753382","41.8664753382, -87.6762510995"
565,Cicero,NB,67th,63rd,0.5,S,,-87.74186637,41.77112543,-87.74211462,41.77840974,-1,10/15/16 11:50 PM,,"-87.7418663731, 41.7711254297","41.7711254297, -87.7421146239"
549,Cermak,WB,Trumball,Central Park,0.2,W,,-87.71115488,41.85213953,-87.71500283,41.8517758,23,10/15/16 11:50 PM,,"-87.7111548786, 41.8521395327","41.8521395327, -87.7150028281"
540,Cermak,EB,Ashland,Racine,0.5,W,,-87.66594315,41.85221536,-87.65618294,41.85240538,27,10/15/16 11:50 PM,,"-87.6659431492, 41.8522153617","41.8522153617, -87.6561829409"
239,Roosevelt,WB,Ashland,Damen,0.5,W,,-87.66638213,41.86699869,-87.67624829,41.86689178,-1,10/15/16 11:50 PM,,"-87.6663821254, 41.8669986938","41.8669986938, -87.6762482895"
538,Cermak,EB,Western,Damen,0.5,W,,-87.6856475,41.85193274,-87.67586195,41.85202542,-1,10/15/16 11:50 PM,,"-87.6856474961, 41.8519327365","41.8519327365, -87.6758619504"
218,Roosevelt,EB,Pulaski,Central Park,0.5,W,,-87.72517179,41.86603492,-87.71542211,41.8661526,-1,10/15/16 11:50 PM,,"-87.7251717904, 41.8660349238","41.8660349238, -87.7154221093"
318,Irving Park,WB,Clarendon,Sheridan,0.24,W,,-87.64969837,41.95469844,-87.65454328,41.95462558,12,10/15/16 11:50 PM,,"-87.6496983683, 41.9546984352","41.9546984352, -87.654543283"
560,Cermak,WB,Michigan,State,0.07,E,,-87.623818,41.852991,-87.62705176,41.85299865,-1,10/15/16 11:50 PM,,"-87.623818, 41.852991","41.852991, -87.6270517604"
300,Irving Park,WB,Oriole,Pacific,0.5,W,IDOT Signals Possible,-87.81706475,41.95268135,-87.82697619,41.95238331,-1,10/15/16 11:50 PM,,"-87.8170647549, 41.9526813472","41.9526813472, -87.8269761925"
566,Cicero,NB,63rd,59th,0.41,S,,-87.74211462,41.77840974,-87.74122598,41.78431707,31,10/15/16 11:50 PM,,"-87.7421146239, 41.7784097411","41.7784097411, -87.7412259766"
238,Roosevelt,WB,Damen,Western,0.5,W,,-87.67624829,41.86689178,-87.68603703,41.86674975,-1,10/15/16 11:50 PM,,"-87.6762482895, 41.8668917757","41.8668917757, -87.6860370294"
303,Irving Park,WB,Narragansett,Oak Park,0.5,W,,-87.78655834,41.95305371,-87.79627121,41.9528801,29,10/15/16 11:50 PM,,"-87.7865583352, 41.9530537114","41.9530537114, -87.7962712058"
542,Cermak,EB,Halsted,Stewart,0.49,W,,-87.64646288,41.85254537,-87.63692791,41.85268567,-1,10/15/16 11:50 PM,,"-87.6464628758, 41.8525453728","41.8525453728, -87.6369279083"
244,Roosevelt,WB,Lake Shore Dr,Clark,0.6,E,,-87.61896004,41.86764006,-87.6304337,41.86751119,18,10/15/16 11:50 PM,,"-87.6189600374, 41.8676400592","41.8676400592, -87.6304336988"
242,Roosevelt,WB,Jefferson,Halsted,0.25,W,,-87.64218638,41.86735687,-87.64691688,41.8672913,15,10/15/16 11:50 PM,,"-87.6421863761, 41.8673568658","41.8673568658, -87.6469168821"
572,Cicero,NB,Roosevelt,Harrison,0.5,S,,-87.7445767,41.8659069,-87.74480742,41.87313826,24,10/15/16 11:50 PM,,"-87.7445766986, 41.8659068958","41.8659068958, -87.7448074201"
304,Irving Park,WB,Austin,Narragansett,0.5,W,,-87.77677361,41.95319335,-87.78655834,41.95305371,16,10/15/16 11:50 PM,,"-87.7767736096, 41.9531933493","41.9531933493, -87.7865583352"
550,Cermak,WB,Kedzie,Trumball,0.29,W,,-87.70521586,41.85201927,-87.71087538,41.85178291,25,10/15/16 11:50 PM,,"-87.7052158636, 41.852019272","41.852019272, -87.7108753815"
307,Irving Park,WB,Cicero,Laramie,0.5,W,,-87.74730362,41.95355558,-87.75714648,41.95343693,-1,10/15/16 11:50 PM,,"-87.7473036159, 41.9535555813","41.9535555813, -87.7571464847"
299,Irving Park,WB,Pacific,Cumberland,0.5,W,IDOT Signals Possible,-87.82697619,41.95238331,-87.83671042,41.95218892,-1,10/15/16 11:50 PM,,"-87.8269761925, 41.9523833109","41.9523833109, -87.8367104228"
302,Irving Park,WB,Oak Park,Harlem,0.56,W,IDOT Signals Possible,-87.79627121,41.9528801,-87.80725968,41.95290009,29,10/15/16 11:50 PM,,"-87.7962712058, 41.9528801018","41.9528801018, -87.807259682"
301,Irving Park,WB,Harlem,Oriole,0.5,W,IDOT Signals Possible,-87.80725968,41.95290009,-87.81706475,41.95268135,-1,10/15/16 11:50 PM,,"-87.807259682, 41.9529000914","41.9529000914, -87.8170647549"
319,Irving Park,WB,Lake Shore Dr,Clarendon,0.25,W,,-87.64456157,41.95479472,-87.64969837,41.95469844,12,10/15/16 11:50 PM,,"-87.6445615662, 41.9547947184","41.9547947184, -87.6496983683"
414,79th,EB,Woodlawn,Stony Island,0.49,E,,-87.59541535,41.75117524,-87.58580117,41.75131643,25,10/15/16 11:50 PM,,"-87.5954153468, 41.7511752428","41.7511752428, -87.5858011703"
539,Cermak,EB,Damen,Ashland,0.51,W,,-87.67586197,41.85202542,-87.66594314,41.85221536,-1,10/15/16 11:50 PM,,"-87.6758619651, 41.8520254223","41.8520254223, -87.6659431382"
564,Cicero,NB,72nd,67th,0.64,S,,-87.74159895,41.76189812,-87.74186637,41.77112543,-1,10/15/16 11:50 PM,,"-87.741598945, 41.7618981214","41.7618981214, -87.7418663731"
536,Cermak,EB,Kedzie,California,0.5,W,,-87.70521854,41.85174486,-87.69543401,41.85174036,-1,10/15/16 11:50 PM,,"-87.705218541, 41.8517448606","41.8517448606, -87.6954340136"
552,Cermak,WB,Western,California,0.5,W,,-87.68564473,41.85220715,-87.69543129,41.85201477,17,10/15/16 11:50 PM,,"-87.6856447314, 41.8522071469","41.8522071469, -87.695431287"
455,79th,WB,Vincennes,Halsted,0.5,W,,-87.63419387,41.75087884,-87.64397017,41.75077524,16,10/15/16 11:50 PM,,"-87.6341938681, 41.7508788394","41.7508788394, -87.6439701738"
315,Irving Park,WB,Ashland,Damen,0.5,W,,-87.66904744,41.95442756,-87.67875291,41.95429414,15,10/15/16 11:50 PM,,"-87.6690474356, 41.954427556","41.954427556, -87.6787529076"
533,Cermak,EB,Pulaski,Central Park,0.5,W,,-87.72485655,41.85145514,-87.71500547,41.85150139,25,10/15/16 11:50 PM,,"-87.7248565497, 41.8514551447","41.8514551447, -87.715005471"
554,Cermak,WB,Ashland,Damen,0.51,W,,-87.66594029,41.85248977,-87.67585914,41.85229983,-1,10/15/16 11:50 PM,,"-87.6659402856, 41.8524897709","41.8524897709, -87.6758591402"
537,Cermak,EB,California,Western,0.5,W,,-87.69543403,41.85174036,-87.6856475,41.85193274,-1,10/15/16 11:50 PM,,"-87.6954340282, 41.8517403632","41.8517403632, -87.6856474998"
237,Roosevelt,WB,Western,California,0.5,W,,-87.68603703,41.86674975,-87.69590613,41.86664787,-1,10/15/16 11:50 PM,,"-87.6860370294, 41.8667497479","41.8667497479, -87.6959061275"
547,Cermak,WB,Pulaski,Kostner,0.49,W,,-87.72485396,41.85172956,-87.73450769,41.85158258,-1,10/15/16 11:50 PM,,"-87.7248539636, 41.8517295572","41.8517295572, -87.7345076889"
557,Cermak,WB,Stewart,Halsted,0.49,W,,-87.63692493,41.85296008,-87.64645995,41.85281978,-1,10/15/16 11:50 PM,,"-87.6369249316, 41.8529600788","41.8529600788, -87.646459951"
293,Irving Park,EB,Western,Damen,0.5,W,,-87.68846762,41.95387554,-87.67875572,41.95401974,25,10/15/16 11:50 PM,,"-87.6884676201, 41.9538755379","41.9538755379, -87.6787557154"
546,Cermak,WB,Kostner,City Boundary,0.25,W,,-87.73450769,41.85158258,-87.73946676,41.85150947,-1,10/15/16 11:50 PM,,"-87.7345076889, 41.8515825772","41.8515825772, -87.7394667587"
235,Roosevelt,WB,Kedzie,Central Park,0.5,W,,-87.70566786,41.86654251,-87.71541947,41.86642701,-1,10/15/16 11:50 PM,,"-87.7056678592, 41.8665425122","41.8665425122, -87.7154194668"
316,Irving Park,WB,Clark,Ashland,0.34,W,,-87.66224852,41.95451531,-87.66904744,41.95442756,16,10/15/16 11:50 PM,,"-87.6622485204, 41.9545153063","41.9545153063, -87.6690474356"
544,Cermak,EB,Michigan,Dr Martin L King Jr,0.31,E,,-87.623799,41.85266505,-87.61945122,41.85277609,23,10/15/16 11:50 PM,,"-87.623799, 41.852665046","41.852665046, -87.6194512191"
227,Roosevelt,EB,Jefferson,Clark,0.6,W,,-87.64218933,41.86708246,-87.6304367,41.86723678,27,10/15/16 11:50 PM,,"-87.6421893317, 41.8670824586","41.8670824586, -87.6304367047"
243,Roosevelt,WB,Clark,Jefferson,0.6,W,,-87.6304337,41.86751119,-87.64218638,41.86735687,25,10/15/16 11:50 PM,,"-87.6304336988, 41.86751119","41.86751119, -87.6421863761"
553,Cermak,WB,Damen,Western,0.5,W,,-87.67585914,41.85229983,-87.68564473,41.85220715,19,10/15/16 11:50 PM,,"-87.6758591402, 41.852299832","41.852299832, -87.6856447314"
551,Cermak,WB,California,Kedzie,0.5,W,,-87.69543129,41.85201477,-87.70521586,41.85201927,23,10/15/16 11:50 PM,,"-87.695431287, 41.852014774","41.852014774, -87.7052158636"
245,Archer,EB,Harlem,Oak Park,0.5,W,IDOT Signal Possible,-87.80155041,41.79180965,-87.7915771,41.79201897,-1,10/15/16 11:50 PM,,"-87.8015504112, 41.7918096469","41.7918096469, -87.7915770975"
297,Irving Park,EB,Sheridan,Clarendon,0.24,W,,-87.65454619,41.95435117,-87.6497013,41.95442403,20,10/15/16 11:50 PM,,"-87.6545461948, 41.9543511743","41.9543511743, -87.6497013008"
311,Irving Park,WB,Kedzie,Central Park,0.51,W,,-87.70801353,41.95405692,-87.71781198,41.95392366,-1,10/15/16 11:50 PM,,"-87.7080135337, 41.9540569195","41.9540569195, -87.7178119849"
214,Roosevelt,EB,Central,Laramie,0.5,W,IDOT Signals Possible,-87.76435482,41.86548154,-87.75456003,41.86557615,-1,10/15/16 11:50 PM,,"-87.764354818, 41.8654815414","41.8654815414, -87.7545600319"
306,Irving Park,WB,Laramie,Central,0.5,W,,-87.75714648,41.95343693,-87.7669985,41.95332179,-1,10/15/16 11:50 PM,,"-87.7571464847, 41.9534369276","41.9534369276, -87.7669985006"
570,Cicero,NB,47th,43rd,0.5,S,,-87.74295899,41.80762662,-87.74315163,41.81493002,34,10/15/16 11:50 PM,,"-87.7429589865, 41.8076266165","41.8076266165, -87.7431516294"
226,Roosevelt,EB,Halsted,Jefferson,0.25,W,,-87.64691982,41.8670169,-87.64218933,41.86708246,20,10/15/16 11:50 PM,,"-87.6469198175, 41.8670168965","41.8670168965, -87.6421893317"
294,Irving Park,EB,Damen,Ashland,0.5,W,,-87.67875572,41.95401974,-87.66905029,41.95415315,-1,10/15/16 11:50 PM,,"-87.6787557154, 41.9540197354","41.9540197354, -87.6690502851"
314,Irving Park,WB,Damen,Western,0.5,W,,-87.67875291,41.95429414,-87.68846485,41.95414994,15,10/15/16 11:50 PM,,"-87.6787529076, 41.9542941404","41.9542941404, -87.6884648539"
246,Archer,EB,Oak Park,Narragansett,0.5,W,,-87.7915771,41.79201897,-87.78180678,41.79221177,-1,10/15/16 11:50 PM,,"-87.7915770975, 41.7920189692","41.7920189692, -87.7818067839"
312,Irving Park,WB,California,Kedzie,0.49,W,,-87.69823918,41.95411109,-87.70801353,41.95405692,-1,10/15/16 11:50 PM,,"-87.6982391845, 41.9541110923","41.9541110923, -87.7080135337"
534,Cermak,EB,Central Park,Trumball,0.2,W,,-87.71500548,41.85150139,-87.71115754,41.85186512,-1,10/15/16 11:50 PM,,"-87.715005482, 41.8515013919","41.8515013919, -87.711157538"
563,Cicero,NB,79th,72nd,0.88,S,,-87.74126324,41.74920146,-87.74159895,41.76189812,-1,10/15/16 11:50 PM,,"-87.7412632413, 41.7492014587","41.7492014587, -87.741598945"
216,Roosevelt,EB,Cicero,Kostner,0.5,W,IDOT Signals Possible,-87.74476391,41.86581344,-87.73496602,41.86589569,-1,10/15/16 11:50 PM,,"-87.7447639101, 41.8658134419","41.8658134419, -87.7349660246"
236,Roosevelt,WB,California,Kedzie,0.5,W,,-87.69590613,41.86664787,-87.70566786,41.86654251,-1,10/15/16 11:50 PM,,"-87.6959061275, 41.8666478725","41.8666478725, -87.7056678592"
535,Cermak,EB,Trumball,Kedzie,0.29,W,,-87.71087806,41.8515085,-87.70521855,41.85174486,-1,10/15/16 11:50 PM,,"-87.7108780567, 41.8515084992","41.8515084992, -87.7052185483"
295,Irving Park,EB,Ashland,Clark,0.34,W,,-87.66905029,41.95415315,-87.6622514,41.9542409,16,10/15/16 11:50 PM,,"-87.6690502851, 41.9541531514","41.9541531514, -87.6622513991"
228,Roosevelt,EB,Clark,Lake Shore Dr,0.6,W,,-87.6304367,41.86723678,-87.61896309,41.86736565,10,10/15/16 11:50 PM,,"-87.6304367047, 41.8672367835","41.8672367835, -87.6189630924"
230,Roosevelt,WB,Laramie,Central,0.5,W,IDOT Signals Possible,-87.75455756,41.86585056,-87.76435238,41.86575596,-1,10/15/16 11:50 PM,,"-87.7545575569, 41.8658505637","41.8658505637, -87.7643523849"
